"function_name","return_declaration","signature","header_file","source_line"
"UF_MODL_ask_wrap_assembly","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_ask_wrap_assembly ( tag_t feature_tag, UF_MODL_wrap_assem_p_t wrap_data );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl.h","5251"
"UF_MODL_ask_wrap_geometry","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_ask_wrap_geometry ( tag_t feature_tag, UF_MODL_wrap_geom_p_t wrap_data );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl.h","5183"
"UF_MODL_ask_xform_tag_of_datum_csys","extern UFUNEXPORT tag_t","extern UFUNEXPORT tag_t UF_MODL_ask_xform_tag_of_datum_csys ( tag_t datum_csys_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_datum_features.h","603"
"UF_MODL_assign_string_directions","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_assign_string_directions ( double * end_points , UF_STRING_p_t string_list1 ) ;","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_utilities.h","305"
"UF_MODL_auto_midsrf_feature","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_auto_midsrf_feature( tag_t feature_obj_id );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_freeform.h","924"
"UF_MODL_auto_midsrf_feature_w_opts","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_auto_midsrf_feature_w_opts( tag_t feature_obj_id, int autopairoptions, double autoval );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_freeform.h","936"
"UF_MODL_boolean_udf","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_boolean_udf( tag_t udf_id , tag_t target_face , tag_t tool_face , double tool_dir[3] , int num_target_faces , tag_t * solid_target_faces , int num_tool_faces , tag_t * solid_tool_faces , logical included , tag_t * udf_meta_id );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_udf.h","194"
"UF_MODL_boolean_udf_1","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_boolean_udf_1( tag_t udf_id , tag_t target_face , tag_t tool_face , double tool_dir[3] , int num_target_faces , tag_t * target_faces , int num_tool_faces , tag_t * tool_faces , logical included , tag_t target_body , logical flip , tag_t * udf_meta_id );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_udf.h","254"
"UF_MODL_calculate_ref_dir","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_calculate_ref_dir ( tag_t feature_eid, tag_t face_eid, logical flip_face_normal, tag_t ref_eid, double ref_dir[3] );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl.h","1167"
"UF_MODL_change_offset_base_face","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_change_offset_base_face ( tag_t offset_feature, tag_t new_base_face );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_freeform.h","2033"
"UF_MODL_check_interference","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_check_interference ( tag_t target, int num_tools, tag_t *tools, int *results );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl.h","1494"
"UF_MODL_clock_instance","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_clock_instance( tag_t feature_obj_id , char * clock_value1 , char * clock_value2 );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_isets.h","332"
"UF_MODL_compare","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_compare( tag_t object1 , tag_t object2 , int relation , int * equivalent );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl.h","1269"
"UF_MODL_compare_topology","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_compare_topology( tag_t solid_object1 , tag_t solid_object2 , double facet_tolerance , double distance_tolerance , int * status );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl.h","1310"
"UF_MODL_convert_to_fixed_datum","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_convert_to_fixed_datum( tag_t datum_feature_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_datum_features.h","498"
"UF_MODL_copy_paste_features","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_copy_paste_features ( tag_t *feature_array, int num_features, tag_t *old_parents, tag_t *new_parents, int num_parents, int expression_transfer_mode, int parent_transfer_mode, tag_p_t * new_feature_array );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl.h","357"
"UF_MODL_create_ball_groove","extern ""C"" { extern UFUNEXPORT int","extern ""C"" { extern UFUNEXPORT int UF_MODL_create_ball_groove( double location[3] , double direction[3] , char * diame , char * width , tag_t face , tag_t * feature_obj_id );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_grooves.h","25"
"UF_MODL_create_ball_slot","extern ""C"" { extern UFUNEXPORT int","extern ""C"" { extern UFUNEXPORT int UF_MODL_create_ball_slot( double location[3] , double tool_axis[3] , double direction[3] , char * width , char * depth , char * distance , tag_t face_li , tag_t face_t1 , tag_t face_t2 , tag_t * feature_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_slots.h","25"
"UF_MODL_create_bead","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_bead ( UF_MODL_project_curves_p_t centerline , UF_MODL_faces_p_t placement_faces , UF_MODL_offset_trans_faces_p_t secondary_faces , UF_MODL_bead_section_plane_p_t section_plane , UF_MODL_vector_p_t section_axis , UF_MODL_bead_section_parms_p_t section_parms , tag_t* bead_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_smd.h","1310"
"UF_MODL_create_bend_operation","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_bend_operation ( UF_MODL_bend_operation_data_p_t bend_data, tag_p_t operation_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_smd.h","2731"
"UF_MODL_create_blend","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_blend( const char * radius , uf_list_p_t edge_list , int smooth_overflow , int cliff_overflow , int notch_overflow , double vrb_tool , tag_t * feature_obj_id );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_blends.h","283"
"UF_MODL_create_blend_faces","extern ""C"" { extern UFUNEXPORT int","extern ""C"" { extern UFUNEXPORT int UF_MODL_create_blend_faces ( UF_MODL_blend_faces_create_data_p_t create_data, UF_MODL_blend_faces_limit_data_p_t limit_data, tag_t *feature_tag, int *num_bodies_created, tag_t **bodies_created, int *num_blend_faces, tag_t **blend_faces );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_blends.h","195"
"UF_MODL_create_block","extern ""C"" { extern UFUNEXPORT int","extern ""C"" { extern UFUNEXPORT int UF_MODL_create_block ( UF_FEATURE_SIGN sign, tag_t targ_tag, double corner_pt[3], char * edge_len[3], tag_t *blk_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_primitives.h","26"
"UF_MODL_create_block1","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_block1( UF_FEATURE_SIGN sign , double corner_pt[3] , char * edge_len[3] , tag_t * blk_obj_id );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_primitives.h","153"
"UF_MODL_create_boss","extern ""C"" { extern UFUNEXPORT int","extern ""C"" { extern UFUNEXPORT int UF_MODL_create_boss( double location[3] , double direction[3] , char * diame , char * height , char * angle , tag_t face , tag_t * feature_obj_id );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_form_features.h","31"
"UF_MODL_create_bplane","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_bplane( UF_STRING_p_t s_section , double tol[3] , tag_t * body_obj_id );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_form_features.h","156"
"UF_MODL_create_bridge_face","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_bridge_face( int continuity_type , int guide_type , tag_t primary_faces[2] , tag_t primary_edges[2] , int *primary_edges_dir , UF_STRING_p_t side_string1 , UF_STRING_p_t side_string2 , tag_t side_faces[2] , tag_t side_edges[2] , tag_t *result_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_freeform.h","675"
"UF_MODL_create_bsurf","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_bsurf( int nu , int nv , int ku , int kv , double u_knot[] , double v_knot[] , double poles[], tag_t * bsurf_obj_id , int * knot_fixup , int * pole_fixup );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_bsurf.h","51"
"UF_MODL_create_bsurface","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_bsurface ( UF_MODL_bsurface_p_t surface , tag_t * eid , int * num_states , UF_MODL_state_p_t *states );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_bsurf.h","313"
"UF_MODL_create_bsurf_thru_pts","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_bsurf_thru_pts ( int create_mode, int u_closed_status, int v_closed_status, int u_degree, int v_degree, int num_rows, UF_MODL_bsurf_row_info_t *pts_info_per_row, tag_t *bsurf_obj_id );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_bsurf.h","342"
"UF_MODL_create_bs_2d_edges","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_bs_2d_edges( int nu, int nv, int ku, int kv, double u_knot[], double v_knot[], double poles[4], int *num_loops, int *edge_counts, tag_t *edge_curves, int *knot_fixup, int *pole_fixup );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_bsurf.h","262"
"UF_MODL_create_bs_edges","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_bs_edges( int nu, int nv, int ku, int kv, double u_knot[], double v_knot[], double poles[], int *num_loops, int edge_counts[2], tag_t edge_curves[4], int *knot_fixup, int *pole_fixup );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_bsurf.h","214"
"UF_MODL_create_chamfer","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_chamfer( int subtype , char * offset1 , char * offset2 , char * theta , uf_list_p_t edges , tag_t * feature_obj_id );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl.h","5295"
"UF_MODL_create_circular_iset","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_circular_iset( int method , double location[3] , double axis[3] , char * number_str , char * angle_str , uf_list_p_t feature_list , tag_t * feature_obj_id );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_isets.h","108"
"UF_MODL_create_circular_pattern_face","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_circular_pattern_face ( UF_MODL_dfo_region_p_t region, tag_t axis, int n_pattern, char *angle, tag_t *feature_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_dfo.h","472"
"UF_MODL_create_cone","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_cone ( UF_FEATURE_SIGN sign, tag_t targ_tag, double origin[3], char *height, char *diam[2], double direction[3], tag_t *cone_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_primitives.h","61"
"UF_MODL_create_cone1","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_cone1( UF_FEATURE_SIGN sign , double origin[3] , char * height , char * diam[2] , double direction[3] , tag_t * cone_obj_id );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_primitives.h","185"
"UF_MODL_create_curve_from_edge","extern ""C"" { extern UFUNEXPORT int","extern ""C"" { extern UFUNEXPORT int UF_MODL_create_curve_from_edge( tag_t edge_id , tag_t * ugcrv_id );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_curves.h","25"
"UF_MODL_create_curve_mesh","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_curve_mesh( UF_STRING_p_t s_prim , UF_STRING_p_t s_cross , UF_STRING_p_t s_spine , int * end_point , int * emphasis , int * body_type , int * spline_pts , UF_FEATURE_SIGN boolean , double tol[3] , tag_t c_face_id[4] , int c_flag[4] , tag_t * body_obj_id );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_freeform.h","1291"
"UF_MODL_create_curve_mesh1","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_curve_mesh1( UF_STRING_p_t s_prim , UF_STRING_p_t s_cross , UF_STRING_p_t s_spine , int * end_point , int * emphasis , int * spline_pts , int simple , int * body_type , UF_FEATURE_SIGN boolean , tag_t target_body, double tols[3] , int c_num[4] , tag_t * c_face_id[4] , int c_flag[4] , tag_t * body_obj_id );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_freeform.h","1430"
"UF_MODL_create_cyl1","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_cyl1( UF_FEATURE_SIGN sign , double origin[3] , char * height , char * diam , double direction[3] , tag_t * cyl_obj_id );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_primitives.h","225"
"UF_MODL_create_cylinder","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_cylinder ( UF_FEATURE_SIGN sign, tag_t targ_tag, double origin[3], char *height, char *diam, double direction[3], tag_t *cyl_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_primitives.h","91"
"UF_MODL_create_cyl_pocket","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_cyl_pocket( double location[3] , double direction[3] , char * diame , char * depth , char * radius , char * angle , tag_t face , tag_t * feature_obj_id );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_pockets.h","110"
"UF_MODL_create_c_bore_hole","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_c_bore_hole( double location[3] , double direction[3] , const char * diameter1 , const char * depth1 , const char * diameter2 , const char * depth2 , const char * angle , tag_t face_li , tag_t face_t1 , tag_t * feature_obj_id );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_holes.h","70"
"UF_MODL_create_c_sunk_hole","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_c_sunk_hole( double location[3] , double direction[3] , const char * diameter1 , const char * depth1 , const char * diameter2 , const char * csink_angle , const char * angle , tag_t face_li , tag_t face_t1 , tag_t * feature_obj_id );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_holes.h","282"
"UF_MODL_create_datum_csys","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_datum_csys( const tag_t object_in_part, tag_t xform_tag, logical create_components, tag_t *datum_csys_feature );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_datum_features.h","538"
"UF_MODL_create_datum_csys_offset","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_datum_csys_offset( const tag_t object_in_part, tag_t parent_datum_csys_tag, const double linear_offset[3], const double angular_offset[3], logical create_components, tag_t *datum_csys_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_datum_features.h","631"
"UF_MODL_create_dove_tail_slot","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_dove_tail_slot( double location[3] , double tool_axis[3] , double direction[3] , char * width , char * depth , char * angle , char * distance , tag_t face_li , tag_t face_t1 , tag_t face_t2 , tag_t * feature_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_slots.h","320"
"UF_MODL_create_edge_blend","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_edge_blend ( UF_MODL_edge_blend_data_p_t blend_data, tag_t *blend_eid );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_blends.h","323"
"UF_MODL_create_edge_blend_mult","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_edge_blend_mult ( UF_MODL_edge_blend_mult_data_p_t blend_data, tag_t *blend_eid );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_blends.h","895"
"UF_MODL_create_enlarge","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_enlarge( tag_t face, int type, char *percent_size[4], double tolerance, tag_t *feat_obj_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_freeform.h","2365"
"UF_MODL_create_exp","extern ""C"" { extern UFUNEXPORT int","extern ""C"" { extern UFUNEXPORT int UF_MODL_create_exp( char* expr_str );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_expressions_retiring.h","30"
"UF_MODL_create_exp_tag","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_exp_tag( const char* string, tag_t* new_exp );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_expressions_retiring.h","217"
"UF_MODL_create_extruded","extern ""C"" { extern UFUNEXPORT int","extern ""C"" { extern UFUNEXPORT int UF_MODL_create_extruded( uf_list_p_t objects , char * taper_angle , char * limit[2] , double point[3] , double direction[3] , UF_FEATURE_SIGN sign , uf_list_p_t * features );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_sweep.h","24"
"UF_MODL_create_extruded1","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_extruded1 ( uf_list_p_t objects , char * taper_angle , char *limit[2] , double point[3] , double direction[3], UF_FEATURE_SIGN sign, tag_t target_body, uf_list_p_t * features );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_sweep.h","87"
"UF_MODL_create_extruded2","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_extruded2( uf_list_p_t objects , char * taper_angle , char *limit[2] , double point[3] , double direction[3] , UF_FEATURE_SIGN sign , uf_list_p_t * features );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_sweep.h","132"
"UF_MODL_create_extruded_path","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_extruded_path( uf_list_p_t objects , uf_list_p_t path_objects , double point[3] , double direction[3] , UF_FEATURE_SIGN sign , uf_list_p_t * features );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_sweep.h","171"
"UF_MODL_create_extruded_path1","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_extruded_path1( uf_list_p_t objects , uf_list_p_t path_objects , double point[3] , double direction[3] , UF_FEATURE_SIGN sign , tag_t target_body, uf_list_p_t * features );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_sweep.h","207"
"UF_MODL_create_extrude_trim_opts","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_extrude_trim_opts ( tag_t *extrude_array, int extrude_count, UF_MODL_SWEEP_TRIM_object_p_t trim_ptr, UF_MODL_SWEEP_TRIM_OPTS trim_options, char *taper_angle, char *limits[2], char *offsets[2], double region_point[3], logical cut_specified, logical solid_body_creation, double dir[3], UF_FEATURE_SIGN sign, tag_t **objects, int *object_count );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_sweep.h","569"
"UF_MODL_create_extrude_trim_opts1","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_extrude_trim_opts1 ( tag_t *extrude_array, int extrude_count, UF_MODL_SWEEP_TRIM_object_p_t trim_ptr, UF_MODL_SWEEP_TRIM_OPTS trim_options, char *taper_angle, char *limits[2], char *offsets[2], double region_point[3], logical cut_specified, logical solid_body_creation, double dir[3], UF_FEATURE_SIGN sign, tag_t target_body, tag_t **objects, int *object_count );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_sweep.h","638"
"UF_MODL_create_extrusion","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_extrusion( tag_t * objects , int object_count , UF_MODL_SWEEP_TRIM_object_p_t trim_data , char * taper_angle , char * limits[2] , char * offsets[2] , double region_point[3] , logical region_specified , logical solid_creation , double direction[3] , UF_FEATURE_SIGN sign , tag_t ** features , int* number_of_features );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_sweep.h","386"
"UF_MODL_create_extrusion1","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_extrusion1( tag_t * objects , int object_count , UF_MODL_SWEEP_TRIM_object_p_t trim_data , char * taper_angle , char * limits[2] , char * offsets[2] , double region_point[3] , logical region_specified , logical solid_creation , double direction[3] , UF_FEATURE_SIGN sign , tag_t target_body, tag_t ** features , int* number_of_features );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_sweep.h","442"
"UF_MODL_create_extrusion2","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_extrusion2( tag_t * objects , int object_count , UF_MODL_SWEEP_TRIM_object_p_t trim_data , char * taper_angle , char * limits[2] , char * offsets[2] , double region_point[3] , logical region_specified , logical solid_creation , double direction[3] , UF_FEATURE_SIGN sign , tag_t ** features , int* number_of_features );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_sweep.h","503"
"UF_MODL_create_extrusion_default","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_extrusion_default ( tag_t *extrude_array, int extrude_count, UF_MODL_SWEEP_TRIM_object_p_t trim_ptr, UF_MODL_SWEEP_TRIM_OPTS trim_options, char *taper_angle, char *limits[2], char *offsets[2], double region_point[3], logical cut_specified, logical solid_body_creation, tag_t sketch_eid, logical reverse_default, UF_FEATURE_SIGN sign, tag_t **objects, int *object_count );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_sweep.h","908"
"UF_MODL_create_extrusion_default1","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_extrusion_default1 ( tag_t *extrude_array, int extrude_count, UF_MODL_SWEEP_TRIM_object_p_t trim_ptr, UF_MODL_SWEEP_TRIM_OPTS trim_options, char *taper_angle, char *limits[2], char *offsets[2], double region_point[3], logical cut_specified, logical solid_body_creation, tag_t sketch_eid, logical reverse_default, UF_FEATURE_SIGN sign, tag_t target_body, tag_t **objects, int *object_count );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_sweep.h","981"
"UF_MODL_create_extrusion_dir","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_extrusion_dir ( tag_t *extrude_array, int extrude_count, UF_MODL_SWEEP_TRIM_object_p_t trim_ptr, UF_MODL_SWEEP_TRIM_OPTS trim_options, char *taper_angle, char *limits[2], char *offsets[2], double region_point[3], logical cut_specified, logical solid_body_creation, tag_t datum_eid, UF_FEATURE_SIGN sign, tag_t **objects, int *object_count );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_sweep.h","828"
"UF_MODL_create_extrusion_path","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_extrusion_path( tag_t * objects , int object_count , tag_t * path_objects , int path , UF_MODL_SWEEP_TRIM_object_p_t trim_data , char * offsets[2] , double region_point[3] , logical region_specified , logical solid_creation , UF_FEATURE_SIGN sign , tag_t **features , int* number_of_features );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_sweep.h","709"
"UF_MODL_create_extrusion_path1","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_extrusion_path1( tag_t * objects , int object_count , tag_t * path_objects , int path , UF_MODL_SWEEP_TRIM_object_p_t trim_data , char * offsets[2] , double region_point[3] , logical region_specified , logical solid_creation , UF_FEATURE_SIGN sign , tag_t target_body, tag_t **features , int* number_of_features );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_sweep.h","763"
"UF_MODL_create_face_blend","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_face_blend ( UF_MODL_face_blend_create_data_p_t create_data, UF_MODL_blend_faces_limit_data_p_t limit_data, tag_t *feature_tag, int *num_bodies_created, tag_t **bodies_created, int *num_blend_faces, tag_t **blend_faces );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_blends.h","610"
"UF_MODL_create_face_constraint","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_face_constraint ( UF_MODL_dfo_region_p_t region, UF_MODL_dfo_constraint_p_t constraint, tag_t *feature_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_dfo.h","176"
"UF_MODL_create_face_offset","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_face_offset( char * offset , uf_list_p_t faces , tag_t * feature_obj_id );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl.h","4465"
"UF_MODL_create_face_taper","extern ""C"" { extern UFUNEXPORT int","extern ""C"" { extern UFUNEXPORT int UF_MODL_create_face_taper( double location[3] , double direction[3] , const char * angle , uf_list_p_t faces , tag_t * feature_obj_id );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_taper.h","25"
"UF_MODL_create_feature_offset","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_feature_offset( char * offset , uf_list_p_t features , tag_t * feature_obj_id );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl.h","4419"
"UF_MODL_create_feature_taper","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_feature_taper( double location[3] , double direction[3] , const char * angle , tag_t original_feature , tag_t * taper_feature );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_taper.h","85"
"UF_MODL_create_fitted_spline","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_fitted_spline( SPLINE_FIT_p_t spline_data , double *max_err , int *max_err_pt , tag_p_t obj_id );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_curves.h","582"
"UF_MODL_create_fixed_daxis","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_fixed_daxis( double point1[3] , double point2[3] , tag_t * daxis_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_datum_features.h","182"
"UF_MODL_create_fixed_dplane","extern ""C"" { extern UFUNEXPORT int","extern ""C"" { extern UFUNEXPORT int UF_MODL_create_fixed_dplane( double point[3] , double direction[3] , tag_t * dplane_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_datum_features.h","25"
"UF_MODL_create_flange","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_flange( double orig[3] , double xdir[3] , double zdir[3] , tag_t face , tag_t edge , char * thick , char * width , char * angle , char * length , char * radius , char * taper_l , char * taper_r , int ang_tgl , int len_tgl , int rad_tgl , tag_t * flange );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_smd.h","1524"
"UF_MODL_create_frenet_daxis","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_frenet_daxis ( tag_t curve_tag, tag_t direction_tag, char *perc_string, int direction_type, tag_t *daxis_feid );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_datum_features.h","259"
