"function_name","return_declaration","signature","header_file","source_line"
"UF_MODL_create_general_flange","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_general_flange( tag_t target_face , UF_STRING_p_t bend_edge_string , UF_STRING_p_t spine_string , UF_STRING_p_t section_curves , int step_count , int poly_cubic , int reverse_normal , int reverse_thicken , char * thickness_str , char * tolerance_str , UF_MODL_parm_p_t plus , UF_MODL_parm_t bend_radius[] , UF_MODL_parm_t bend_angle[] , UF_MODL_parm_t web_length[] , tag_p_t general_flange_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_smd.h","1796"
"UF_MODL_create_general_pad","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_general_pad( UF_MODL_faces_p_t placement_faces , UF_MODL_offset_trans_faces_p_t top_faces , UF_MODL_pocketpad_outline_p_t outline , UF_MODL_parm_p_t placement_radius , UF_MODL_parm_p_t top_radius , tag_t * general_pad_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_pads.h","149"
"UF_MODL_create_general_pocket","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_general_pocket( UF_MODL_faces_p_t placement_faces , UF_MODL_offset_trans_faces_p_t floor_faces , UF_MODL_pocketpad_outline_p_t outline , UF_MODL_parm_p_t placement_radius , UF_MODL_parm_p_t floor_radius , tag_t * general_pocket_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_pockets.h","197"
"UF_MODL_create_geodesic_curves","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_geodesic_curves( int number_of_faces , tag_t face_eids[] , double start_pnt[3] , double start_dir[3] , double length, double dist_tol , tag_t ** geodesiccurve_id , int * geodesiccurve_cnt, double *achieved_length );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_curves.h","958"
"UF_MODL_create_gflange","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_gflange( UF_MODL_gflange_data_p_t gflange_data, tag_p_t gflange_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_smd.h","2098"
"UF_MODL_create_hollow","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_hollow( char * thickness , uf_list_p_t faces , tag_t * feature_obj_id );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_hollow.h","69"
"UF_MODL_create_impr_faces","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_impr_faces ( UF_MODL_imprint_faces_data_p_t parms, tag_t *feature_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_simplify.h","257"
"UF_MODL_create_impr_loop","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_impr_loop ( UF_MODL_imprint_loop_data_p_t parms, tag_t *feature_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_simplify.h","202"
"UF_MODL_create_inset_flange","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_inset_flange ( tag_t attach_face , tag_t reference_edge , double position[3] , double xdirection[3] , double zdirection[3] , UF_MODL_inset_flange_data_p_t parameters , tag_p_t feature_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_smd.h","1586"
"UF_MODL_create_instantiated_udf","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_instantiated_udf ( tag_t udf_definition_tag, char *cgm_file_name, tag_t *old_parents, tag_t *new_parents, int num_parents, tag_t *old_expression, char **new_expression_value, int num_expression, tag_t *new_udf );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_udf.h","487"
"UF_MODL_create_instantiated_udf1","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_instantiated_udf1 ( tag_t udf_define_tag, UF_MODL_udf_exp_data_t *exp_data, UF_MODL_udf_ref_data_t *ref_data, tag_t *udf_insert_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_udf.h","718"
"UF_MODL_create_isocline_curves","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_isocline_curves( tag_t face_id , double direction[3] , double angle , double dist_tol , tag_t ** isocurve_id , int * isocurve_cnt );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_curves.h","92"
"UF_MODL_create_isocurve","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_isocurve( tag_t face_id , int uv_flag , double parameter , double dist_tol , tag_t ** isocurve_id , int * isocurve_cnt );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_curves.h","57"
"UF_MODL_create_law","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_law ( int law_method, const char * law_str1, const char * law_str2, UF_STRING_t spine_str, UF_STRING_t law_cv_str, int num_spine_points, double spine_xyz[], double spine_values[], tag_t base_line_tag, int base_direction, void ** uf_law_parms );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_curves.h","890"
"UF_MODL_create_law_extension","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_law_extension ( UF_MODL_lawext_data_p_t law_extension_data, tag_p_t law_extension );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_freeform.h","2507"
"UF_MODL_create_linear_iset","extern ""C"" { extern UFUNEXPORT int","extern ""C"" { extern UFUNEXPORT int UF_MODL_create_linear_iset( int method , char * number_in_x , char * distance_x , char * number_in_y , char * distance_y , uf_list_p_t feature_list , tag_t * feature_obj_id );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_isets.h","25"
"UF_MODL_create_linked_exterior","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_linked_exterior ( UF_MODL_linked_ext_p_t ext_data, tag_t *feature_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_linked_exterior.h","142"
"UF_MODL_create_list","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_list( uf_list_p_t * list );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_utilities.h","143"
"UF_MODL_create_local_scale","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_local_scale ( UF_MODL_dfo_scale_type_t type, UF_MODL_dfo_region_p_t region, tag_t so_point, tag_t so_dir, tag_t so_csys, char factors[3][ UF_MAX_EXP_BUFSIZE ], tag_t *feature_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_dfo.h","570"
"UF_MODL_create_midsrf_feature","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_midsrf_feature( tag_t target_body , tag_p_t feature_obj_id );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_freeform.h","907"
"UF_MODL_create_mirror_body","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_mirror_body( const tag_t body , const tag_t datum_plane , tag_t *mirrored_body );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl.h","815"
"UF_MODL_create_mirror_pattern_face","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_mirror_pattern_face ( UF_MODL_dfo_region_p_t region, tag_t mirror_plane, tag_t *feature_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_dfo.h","524"
"UF_MODL_create_mirror_set","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_mirror_set( tag_t *features, int number_of_feature, tag_t mirror_plane, tag_t *mirror_set );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl.h","5451"
"UF_MODL_create_move_region","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_move_region ( UF_MODL_transform_type_t type, UF_MODL_dfo_region_p_t region, void *transf_data, tag_t *feature_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_dfo.h","627"
"UF_MODL_create_multiple_sews","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_multiple_sews( tag_t target_sheet, int num_tools, tag_t tools_sheet[], double tolerance, uf_list_p_t *disjoint_list, uf_list_p_t *sew_list );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_retiring.h","5253"
"UF_MODL_create_multi_transition_law","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_multi_transition_law ( UF_STRING_t spine, int num_pts, double pt_xyzs[], char * pt_law_values[], int pt_trans_types[], void ** uf_law_parms );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_curves.h","930"
"UF_MODL_create_non_uni_scale","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_non_uni_scale( tag_t body_eid, int csys_type, char *scale_factors[3], tag_t *feature_eid );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl.h","4975"
"UF_MODL_create_offset_region","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_offset_region ( UF_MODL_dfo_region_p_t region, char *offset, tag_t *feature_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_dfo.h","360"
"UF_MODL_create_plane","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_plane ( double origin_point[3], double plane_normal[3], tag_t *plane_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl.h","4893"
"UF_MODL_create_points_feature","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_points_feature( int num_points, tag_t *points, tag_t *feature_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl.h","4489"
"UF_MODL_create_point_dirr_daxis","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_point_dirr_daxis( tag_t point, tag_t direction, tag_t *daxis_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_datum_features.h","238"
"UF_MODL_create_point_dirr_dplane","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_point_dirr_dplane( tag_t point, tag_t direction, tag_t *dplane_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_datum_features.h","160"
"UF_MODL_create_proj_curves","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_proj_curves( uf_list_p_t curve_refs , uf_list_p_t face_refs , int along_face_normal , double proj_vector[3] , tag_t * proj_curve_feature );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_curves.h","415"
"UF_MODL_create_promotion","extern ""C"" { extern UFUNEXPORT int","extern ""C"" { extern UFUNEXPORT int UF_MODL_create_promotion( tag_t body_occ , tag_t * feature_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_promotions.h","25"
"UF_MODL_create_quilt","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_quilt( UF_MODL_quilt_type_t quilt_data , UF_MODL_quilt_data_structures_p_u quilt_structure_po , tag_t * quilt_tag , int * tol_achieved );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_freeform.h","293"
"UF_MODL_create_reblend_face","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_reblend_face ( UF_MODL_reblend_face_data_p_t reblend_data, tag_t *reblend_eid );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_dfo.h","682"
"UF_MODL_create_rectangular_pattern_face","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_rectangular_pattern_face ( UF_MODL_dfo_region_p_t region, tag_t x_axis, tag_t y_axis, int num_x, int num_y, char *x_offset, char *y_offset, tag_t *feature_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_dfo.h","410"
"UF_MODL_create_rect_groove","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_rect_groove( double location[3] , double direction[3] , char * diame , char * width , tag_t face , tag_t * feature_obj_id );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_grooves.h","158"
"UF_MODL_create_rect_pad","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_rect_pad( double location[3] , double direction[3] , double x_dir[3] , char * size[3] , char * radius , char * angle , tag_t face , tag_t * feature_obj_id );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_pads.h","111"
"UF_MODL_create_rect_pocket","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_rect_pocket( double location[3] , double direction[3] , double x_dir[3] , char * len[3] , char * corner , char * floor , char * angle , tag_t face , tag_t * feature_obj_id );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_pockets.h","155"
"UF_MODL_create_rect_slot","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_rect_slot( double location[3] , double tool_axis[3] , double direction[3] , char * width , char * depth , char * distance , tag_t face_li , tag_t face_t1 , tag_t face_t2 , tag_t * feature_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_slots.h","377"
"UF_MODL_create_refit_face_feature","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_refit_face_feature ( UF_MODL_refit_face_data_p_t refit_data, tag_p_t refit );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_freeform.h","2913"
"UF_MODL_create_relative_daxis","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_relative_daxis ( int num_refs, tag_t obj_eids[3], int point_select[3], tag_t *daxis_feid );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_datum_features.h","205"
"UF_MODL_create_relative_dplane","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_relative_dplane( int num_refs , tag_t object_tags[3] , int point_select[3] , int which_plane , double reference_point[3] , char * angle_string , char * offset_string , int* num_dplanes , tag_t dplane_tag[2] );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_datum_features.h","75"
"UF_MODL_create_reparam_sheet","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_reparam_sheet( int proj_type , int drv_type , int check_overlap , int num_primary , tag_t * prim_cvs , int num_cross , tag_t * cros_cvs , double * proj_vec , int num_fs , tag_t * faces , double tols[5] , tag_t * new_face , int * tol_achieved );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_freeform.h","2257"
"UF_MODL_create_replace_face","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_replace_face ( tag_t *target_faces, int num_target, tag_t *non_blend_faces, int num_non_blend, tag_t tool_face, logical reverse_direction, tag_t *feature_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_dfo.h","292"
"UF_MODL_create_resize_face","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_resize_face ( tag_t *target_faces, int num_target, tag_t *non_blend_faces, int num_non_blend, char *new_parameter, tag_t *feature_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_dfo.h","224"
"UF_MODL_create_reverse_normal","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_reverse_normal ( tag_t sheet_body_tag, int option_flag, tag_t *reverse_normal_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl.h","4867"
"UF_MODL_create_revolution","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_revolution( tag_t * objects , int object , UF_MODL_SWEEP_TRIM_object_p_t trim_data , char * limit[2] , char * offsets[2] , double region_point[3] , logical region_specified , logical solid_creation , double axis_point[3] , double direction[3] , UF_FEATURE_SIGN sign , tag_t ** features , int* number_of_features );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_sweep.h","245"
"UF_MODL_create_revolution1","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_revolution1( tag_t * objects , int object , UF_MODL_SWEEP_TRIM_object_p_t trim_data , char * limit[2] , char * offsets[2] , double region_point[3] , logical region_specified , logical solid_creation , double axis_point[3] , double direction[3] , UF_FEATURE_SIGN sign , tag_t target_body, tag_t ** features , int* number_of_features );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_sweep.h","308"
"UF_MODL_create_revolution_dir","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_revolution_dir ( tag_t * objects , int object , UF_MODL_SWEEP_TRIM_object_p_t trim_data , char *limit[2] , char *offsets[2] , double region_point[3] , logical region_specified , logical solid_creation , tag_t datum_tag, UF_FEATURE_SIGN sign , tag_t ** features , int* number_of_features );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_sweep.h","1058"
"UF_MODL_create_revolved","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_revolved( uf_list_p_t obj_id_list, char *limit[2], double point[3], double direction[3], UF_FEATURE_SIGN sign, uf_list_p_t *feature_list );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_retiring.h","5402"
"UF_MODL_create_revolved1","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_revolved1( uf_list_p_t obj_id_list, char *limit[2], double point[3], double direction[3], UF_FEATURE_SIGN sign, tag_t target_body, uf_list_p_t *feature_list );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_retiring.h","5446"
"UF_MODL_create_ripedge","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_ripedge ( UF_MODL_ripedge_data_p_t ripedge_ufdata, tag_t *ripedge_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_smd.h","2923"
"UF_MODL_create_rough_offset","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_rough_offset ( UF_MODL_rough_offset_p_t parms, tag_t *feature_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_freeform.h","2449"
"UF_MODL_create_rpo_constraints","extern UGOPENINTEXPORT int","extern UGOPENINTEXPORT int UF_MODL_create_rpo_constraints( tag_t feature_obj_id , tag_t horz_dir_obj_id , tag_t vert_dir_obj_id , tag_t obj_id_target[] , int target_qualifier[] , tag_t obj_id_tool[] , int tool_qualifier[] , char * constraint_value[] , char * constraint_array[] , int num_of_constrnts );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_ugopenint.h","111"
"UF_MODL_create_ruled","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_ruled( UF_STRING_p_t s_section , UF_STRING_p_t s_spine , int * alignment , double value[6] , int * end_point , int * body_type , UF_FEATURE_SIGN boolean , double tol[3] , tag_t * body_obj_id );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_freeform.h","1040"
"UF_MODL_create_ruled1","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_ruled1( UF_STRING_p_t s_section , UF_STRING_p_t s_spine , int * alignment , double value[6] , int * end_point , int * body_type , UF_FEATURE_SIGN boolean , tag_t target_body, double tol[3] , tag_t * body_obj_id );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl_freeform.h","1140"
"UF_MODL_create_scale","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_scale ( UF_SCALE_TYPE_t type, tag_t *body_tags, int num_body_tags, tag_t so_point, tag_t so_dir, tag_t so_csys, char factors[3][ UF_MAX_EXP_BUFSIZE ], tag_t **tags );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_modl.h","4995"
"UF_MODL_create_section","extern UFUNEXPORT int","extern UFUNEXPORT int UF_MODL_create_section ( tag_t object_in_part , int n_rules , UF_SC_section_data_t * rules , tag_t starting_object , double starting_point[3] , double direction[3] , logical allow_multiple_loops , tag_t * section_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sc.h","276"
